,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
11953,Disney's Party,GBA,2003,Misc,Hudson Entertainment,50000,20000,0,0,70000
11954,Rapala Pro Bass Fishing 2010,PSP,2010,Sports,Activision,60000,0,0,10000,70000
11955,X-Men: The Official Game,GBA,2006,Action,Activision,50000,20000,0,0,70000
11956,Dreamer Series: Pop Star,DS,2009,Misc,Tivola,40000,20000,0,10000,70000
11957,Card Games,PS,2000,Misc,D3Publisher,40000,30000,0,0,70000
11958,My Amusement Park,DS,2010,Misc,Scholastic Inc.,60000,0,0,0,70000
11959,Mega Man: Battle & Chase,PS,1997,Racing,Capcom,0,0,60000,0,70000
11960,Winning Post 7 2010,PS3,2010,Sports,Tecmo Koei,0,0,70000,0,70000
11961,R-Type Command,PSP,2007,Strategy,Rising Star Games,50000,0,10000,10000,70000
11962,Age of Empires III: The Asian Dynasties,PC,2007,Strategy,Microsoft Game Studios,0,50000,0,10000,70000
11963,Destrega,PS,1998,Fighting,Sony Computer Entertainment,40000,30000,0,0,70000
11964,Dungeon Maker II: The Hidden War,PSP,2007,Role-Playing,Global A Entertainment,60000,0,0,10000,70000
11965,The Final Round,PS,1996,Sports,Konami Digital Entertainment,40000,30000,0,0,70000
11966,Nobunaga no Yabou: Tendou with Power-Up Kit,PS3,2011,Strategy,Tecmo Koei,0,0,70000,0,70000
11967,Transformer: Rise of the Dark Spark,WiiU,2014,Action,Activision,50000,10000,0,10000,70000
11968,MAPLUS: Portable Navi,PSP,2006,Misc,Edia,0,0,70000,0,70000
11969,Brain Quest: Grades 3 & 4,DS,2008,Misc,Electronic Arts,60000,0,0,10000,70000
11970,Petz: Hamsterz Bunch,PSP,2009,Simulation,Ubisoft,60000,0,0,10000,70000
11971,The King of Fighters 02/03,PS2,2005,Fighting,SNK,30000,30000,0,10000,70000
11972,Kamen Rider: Dragon Knight,Wii,2009,Fighting,D3Publisher,60000,0,0,0,70000
11973,Army Men: Green Rogue,PS,2001,Action,3DO,40000,20000,0,0,70000
11974,Centipede / Breakout / Warlords,GBA,2005,Misc,Zoo Digital Publishing,50000,20000,0,0,70000
11975,Lucian Bee's: Justice Yellow / Evil Violet,PS2,2010,Adventure,5pb,0,0,70000,0,70000
11976,Sly 2: Band of Thieves,PS3,2010,Platform,Sony Computer Entertainment,0,50000,0,20000,70000
11977,Hyperdimension Neptunia Victory,PSV,2014,Role-Playing,Compile Heart,0,0,70000,0,70000
11978,Armored Core: Nine Breaker,PS2,2004,Simulation,505 Games,30000,30000,0,10000,70000
11979,Doraemon: Nobita no Shin Makai Daibouken DS,DS,2007,Role-Playing,Sega,0,0,70000,0,70000
11980,SBK 2011: FIM Superbike World Championship,X360,2011,Racing,Black Bean Games,0,60000,0,10000,70000
11981,Fairy Fencer F: Advent Dark Force,PS4,2015,Role-Playing,Idea Factory International,20000,0,50000,0,70000
11982,Cabela's Big Game Hunter 2005 Adventures,GC,2004,Sports,Activision,50000,10000,0,0,70000
11983,Worms 3D,GC,2003,Strategy,Sega,50000,10000,0,0,70000
11984,Fantasy Aquarium World,Wii,2009,Simulation,Destineer,60000,0,0,0,70000
11985,Monster Tale,DS,2011,Platform,Majesco Entertainment,60000,0,0,0,70000
11986,Tokobot,PSP,2005,Platform,Take-Two Interactive,60000,0,0,10000,70000
11987,TRON: Evolution,PC,2010,Action,Disney Interactive Studios,60000,0,0,0,70000
11988,Gambler Densetsu Tetsuya,PS2,2001,Adventure,Athena,0,0,70000,0,70000
11989,The Guided Fate Paradox,PS3,2013,Role-Playing,Nippon Ichi Software,0,0,60000,0,70000
11990,Bleach: Hanatareshi Yabou,PS2,2006,Role-Playing,Sony Computer Entertainment,0,0,70000,0,70000
11991,Karaoke Revolution Party,XB,2005,Misc,Konami Digital Entertainment,50000,10000,0,0,70000
11992,Cold Stone Creamery: Scoop It Up,Wii,2009,Misc,Zoo Games,60000,0,0,0,70000
11993,Yoake Yori Ruriiro na: Brighter than Dawning Blue,PS2,2006,Adventure,Aria,0,0,70000,0,70000
11994,Pandemonium 2,PS,1997,Platform,BMG Interactive Entertainment,40000,20000,0,0,70000
11995,MotorStorm RC,PSV,2012,Racing,Sony Computer Entertainment,0,50000,0,20000,70000
11996,Fallout: Brotherhood of Steel,PS2,2004,Role-Playing,Avalon Interactive,30000,30000,0,10000,70000
11997,Touch 'N' Play Collection,DS,2010,Misc,O-Games,40000,20000,0,10000,70000
11998,Mayhem 3D,X360,2011,Racing,Evolved Games,60000,0,0,0,70000
11999,One Piece: Unlimited World Red,WiiU,2014,Action,Namco Bandai Games,0,40000,20000,0,70000
12000,Parlor! Mini 2,SNES,1996,Misc,Nippon Telenet,0,0,70000,0,70000
12001,Gundam Try Age SP,3DS,2014,Strategy,Namco Bandai Games,0,0,70000,0,70000
12002,Top Gun,PS3,2011,Simulation,505 Games,60000,0,0,10000,70000
12003,Gunstar Super Heroes,GBA,2005,Shooter,Sega,50000,20000,0,0,70000
12004,Insecticide,DS,2008,Action,Gamecock,60000,0,0,0,70000
12005,C: The Contra Adventure,PS,1998,Shooter,Konami Digital Entertainment,40000,20000,0,0,70000
12006,Interactive Storybook DS Series 1,DS,2007,Misc,Tommo,60000,0,0,0,70000
12007,Frogger Advance: The Great Quest,GBA,2002,Action,Konami Digital Entertainment,50000,20000,0,0,70000
12008,Worms Forts: Under Siege,XB,2004,Strategy,Sega,50000,10000,0,0,70000
12009,Dream C Club,X360,2009,Simulation,D3Publisher,0,0,70000,0,70000
12010,Pro Evolution Soccer 2015,PC,2014,Sports,Konami Digital Entertainment,0,60000,0,10000,70000
12011,Disney Infinity,PSV,2013,Action,Disney Interactive Studios,50000,0,0,20000,70000
12012,Pocky & Rocky with Becky,GBA,2001,Shooter,Altron,50000,20000,0,0,70000
12013,Full Spectrum Warrior: Ten Hammers,PS2,2006,Strategy,THQ,30000,20000,0,10000,70000
12014,Streets of Rage 3,GEN,1993,Action,Sega,0,0,70000,0,70000
12015,Chocolatier,DS,2010,Misc,Zoo Games,60000,0,0,0,70000
12016,Cosmos Chaos!,DS,2010,Misc,Mentor Interactive,60000,0,0,0,70000
12017,Lego Star Wars: The Force Awakens,3DS,2016,Action,Warner Bros. Interactive Entertainment,20000,40000,0,0,70000
12018,12-Sai. Honto no Kimochi,3DS,2014,Adventure,Happinet,0,0,70000,0,70000
12019,"Warhammer 40,000: Squad Command",DS,2007,Strategy,THQ,50000,10000,0,10000,70000
12020,Hasbro Family Game Night Fun Pack,X360,2011,Misc,Electronic Arts,60000,0,0,0,70000
12021,Pro Yaky? Spirits 4,PS3,2007,Sports,Konami Digital Entertainment,0,0,70000,0,70000
12022,Speed Racer,PS,1996,Racing,Tomy Corporation,40000,20000,0,0,70000
12023,NHL Hitz Pro,XB,2003,Sports,Midway Games,50000,10000,0,0,70000
12024,Walt Disney Pictures Presents Enchanted,DS,2007,Platform,Disney Interactive Studios,40000,10000,0,10000,70000
12025,Cardfight!! Vanguard: Lock On Victory!!,3DS,2014,Misc,FuRyu,0,0,70000,0,70000
12026,Jewel Quest IV: Heritage,DS,2011,Puzzle,iWin,0,50000,0,10000,60000
12027,Atelier Meruru: Alchemist of Arland 3,PSV,2013,Role-Playing,Gust,0,0,60000,0,60000
12028,Hot Wheels: Burnin' Rubber,GBA,2001,Racing,THQ,50000,20000,0,0,60000
12029,Ojyousama Express,PS,1998,Strategy,Media Works,0,0,60000,0,60000
12030,Chrysler Classic Racing,Wii,2008,Racing,Zoo Games,60000,0,0,0,60000
12031,Wings of War,XB,2004,Simulation,Take-Two Interactive,50000,10000,0,0,60000
12032,Jam Sessions 2,DS,2009,Misc,Ubisoft,60000,0,0,0,60000
12033,Orcs & Elves,DS,2007,Role-Playing,Electronic Arts,60000,0,0,10000,60000
12034,187: Ride or Die,XB,2005,Racing,Ubisoft,50000,10000,0,0,60000
12035,RPG Maker 3,PS2,2004,Role-Playing,Enterbrain,30000,20000,0,10000,60000
12036,Zatch Bell! Mamodo Battles,GC,2005,Fighting,Namco Bandai Games,50000,10000,0,0,60000
12037,Motion Explosion!,X360,2011,Misc,505 Games,50000,10000,0,0,60000
12038,Genkai Tokki Monster Monpiece,PSV,2013,Strategy,Idea Factory,0,0,60000,0,60000
12039,Desert Strike Advance,GBA,2002,Simulation,Electronic Arts,50000,20000,0,0,60000
12040,Kabuki Warriors,XB,2001,Action,Genki,50000,10000,0,0,60000
12041,Gradius Collection,PSP,2006,Shooter,Konami Digital Entertainment,40000,0,20000,0,60000
12042,Disney's Chicken Little: Ace In Action,DS,2006,Shooter,Disney Interactive Studios,60000,0,0,0,60000
12043,IL-2 Sturmovik: Birds of Prey,DS,2009,Simulation,505 Games,60000,0,0,0,60000
12044,Discworld,PS,1994,Adventure,Psygnosis,40000,20000,0,0,60000
12045,The LEGO Movie Videogame,PC,2014,Action,Warner Bros. Interactive Entertainment,20000,40000,0,10000,60000
12046,Escape from Bug Island,Wii,2006,Action,Eidos Interactive,40000,10000,10000,0,60000
12047,World Poker Tour,XB,2005,Misc,Take-Two Interactive,50000,10000,0,0,60000
12048,Pirates: The Legend of Black Kat,XB,2002,Adventure,Electronic Arts,50000,10000,0,0,60000
12049,Elite Forces: Unit 77,DS,2009,Strategy,Deep Silver,60000,0,0,0,60000
12050,July,DC,1998,Adventure,Fortyfive,0,0,60000,0,60000
12051,ESPN Winter X-Games: Snowboarding 2002,GBA,2000,Sports,Konami Digital Entertainment,50000,20000,0,0,60000
12052,Bleach: Versus Crusade,Wii,2008,Fighting,Sega,0,0,60000,0,60000
12053,Kanon,DC,2000,Adventure,NEC Interchannel,0,0,60000,0,60000
12054,NanoBreaker,PS2,2005,Action,Konami Digital Entertainment,30000,20000,0,10000,60000
12055,Bionicle,XB,2003,Action,Electronic Arts,50000,10000,0,0,60000
12056,My Pet Shop,DS,2008,Simulation,Square Enix,60000,0,0,0,60000
12057,Guitar Freaks 3rdMIX & DrumMania 2ndMIX,PS2,2000,Simulation,Konami Digital Entertainment,0,0,60000,0,60000
12058,Miami Vice: The Game,PSP,2006,Shooter,Activision,60000,0,0,0,60000
12059,Santa Claus Is Comin' to Town!,Wii,2011,Puzzle,Crave Entertainment,60000,0,0,0,60000
12060,BMX XXX,GC,2002,Sports,Acclaim Entertainment,50000,10000,0,0,60000
12061,Broken Sword 5: The Serpent's Curse,PS4,2015,Adventure,Revolution Software,0,60000,0,10000,60000
12062,Disney's Magical Quest 2 Starring Mickey and Minnie,GBA,2003,Action,Capcom,50000,20000,0,0,60000
12063,Aggressive Inline,XB,2002,Sports,Acclaim Entertainment,50000,10000,0,0,60000
12064,Western Riding Academy,DS,2010,Simulation,Destineer,60000,0,0,0,60000
12065,My Pet Chimp,DS,2010,Simulation,505 Games,60000,0,0,0,60000
12066,Frogger: Helmet Chaos,DS,2005,Platform,Konami Digital Entertainment,60000,0,0,0,60000
12067,Ikki Tousen: Xross Impact,PSP,2010,Action,Marvelous Interactive,0,0,60000,0,60000
12068,Bullet Girls,PSV,2014,Action,D3Publisher,0,0,60000,0,60000
12069,Paws & Claws: Marine Rescue,DS,2011,Simulation,THQ,60000,0,0,0,60000
12070,Super Mahjong 2: Honkaku 4Jin Uchi,SNES,1993,Misc,Imax,0,0,60000,0,60000
12071,XGRA: Extreme G Racing Association,PS2,2003,Racing,Acclaim Entertainment,30000,20000,0,10000,60000
12072,Cabela's Trophy Bucks,Wii,2008,Sports,Activision Value,60000,0,0,0,60000
12073,Mitsukete! Keroro Gunsou: Machigai Sagashi Daisakusen de Arimasu!,DS,2007,Action,Namco Bandai Games,0,0,60000,0,60000
12074,Pop'n Music Portable 2,PSP,2011,Misc,Konami Digital Entertainment,0,0,60000,0,60000
12075,Fist of the North Star: Ken's Rage 2,X360,2012,Fighting,Tecmo Koei,30000,10000,20000,0,60000
12076,Smart Boy's Toys Club,DS,2008,Misc,505 Games,60000,0,0,0,60000
12077,Ys vs. Sora no Kiseki: Alternative Saga,PSP,2010,Fighting,Falcom Corporation,0,0,60000,0,60000
12078,Naruto: Ultimate Ninja Heroes (JP sales),PSP,2006,Fighting,Namco Bandai Games,0,0,60000,0,60000
12079,Max & the Magic Marker,DS,2011,Platform,Unknown,0,60000,0,0,60000
12080,Legend of the Dragon,Wii,2007,Fighting,Game Factory,60000,0,0,0,60000
12081,Akagawa Jirou Mystery: Yasoukyoku - Hon ni Manekareta Satsujin,DS,2008,Adventure,Marvelous Interactive,0,0,60000,0,60000
12082,Ray Tracers,PS,1997,Racing,Sony Computer Entertainment,40000,20000,0,0,60000
12083,Monster Madness: Grave Danger,PS3,2008,Shooter,SouthPeak Games,50000,10000,0,10000,60000
12084,Sprung - A Game Where Everyone Scores,DS,2004,Adventure,Ubisoft,60000,0,0,0,60000
12085,Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 14: CR Shinseiki Evangelion: Saigo no Mono,PS2,2009,Misc,D3Publisher,0,0,60000,0,60000
12086,Nicola Kanshuu: Model * Oshare Audition,DS,2010,Misc,Alchemist,0,0,60000,0,60000
12087,Rugby 15,PSV,2015,Sports,Bigben Interactive,0,50000,0,10000,60000
12088,Kururin Paradise,GBA,2002,Puzzle,Unknown,0,0,60000,0,60000
12089,Kiniro no Corda 2,PS2,2007,Role-Playing,Tecmo Koei,0,0,60000,0,60000
12090,Fast Food Panic,Wii,2009,Simulation,Nobilis,60000,0,0,0,60000
12091,Samurai Warriors Chronicles 3,PSV,2014,Action,Tecmo Koei,0,0,60000,0,60000
12092,Dynasty Warriors Vs,3DS,2012,Action,Ackkstudios,0,0,60000,0,60000
12093,Another Code R: A Journey into Lost Memories,Wii,2009,Adventure,Nintendo,0,30000,30000,0,60000
12094,Gallop Racer 2004,PS2,2004,Sports,Zoo Digital Publishing,30000,20000,0,10000,60000
12095,Rayman: Hoodlum's Revenge,GBA,2005,Platform,Ubisoft,50000,20000,0,0,60000
12096,Sunrise Eiyuutan R,PS2,2000,Role-Playing,Sunrise Interactive,0,0,60000,0,60000
12097,Mobile Suit Gundam Seed: Never Ending Tomorrow,PS2,2004,Shooter,Namco Bandai Games,30000,20000,0,10000,60000
12098,The Book of Unwritten Tales: The Critter Chronicles,PC,2011,Action,Crimson Cow,0,50000,0,10000,60000
12099,Octomania,Wii,2007,Puzzle,Midas Interactive Entertainment,60000,0,0,0,60000
12100,F1 2001,XB,2001,Racing,Electronic Arts,50000,10000,0,0,60000
12101,Fishing Master (jp sales),Wii,2007,Sports,Konami Digital Entertainment,0,0,60000,0,60000
12102,Zill O'll Infinite Plus,PSP,2009,Role-Playing,Tecmo Koei,0,0,60000,0,60000
12103,Pawly Pets: My Vet Practice,DS,2007,Strategy,Ubisoft,0,60000,0,10000,60000
12104,Tonka Rescue Patrol,GC,2003,Action,TDK Mediactive,50000,10000,0,0,60000
12105,GunGriffon II,SAT,1998,Simulation,ESP,0,0,60000,0,60000
12106,Crimson Gem Saga,PSP,2008,Role-Playing,Sega,60000,0,0,0,60000
12107,Legend of Kay,PS4,2015,Action,Nordic Games,20000,30000,0,10000,60000
12108,Order Up!!,PS3,2011,Action,Funbox Media,40000,10000,0,10000,60000
12109,Steambot Chronicles: Battle Tournament,PSP,2008,Fighting,Irem Software Engineering,50000,0,10000,0,60000
12110,Bomberman Land,PSP,2007,Misc,Hudson Entertainment,60000,0,0,10000,60000
12111,Spy Fox in Dry Cereal,Wii,2008,Adventure,Majesco Entertainment,60000,0,0,0,60000
12112,Cel Damage,GC,2002,Racing,Electronic Arts,50000,10000,0,0,60000
12113,Lego Batman 3: Beyond Gotham,PC,2014,Action,Warner Bros. Interactive Entertainment,0,60000,0,10000,60000
12114,Killer Instinct (2013),XOne,2013,Fighting,Microsoft Game Studios,30000,30000,0,10000,60000
12115,Famicom Mini: Balloon Fight,GBA,2004,Action,Nintendo,0,0,60000,0,60000
12116,Steins;Gate: Senkei Kousoku no Phonogram,PS3,2013,Adventure,5pb,0,0,60000,0,60000
12117,Seaman 2: Peking Genjin Ikusei Kit,PS2,2007,Simulation,Sega,0,0,60000,0,60000
12118,Chou Gekijouban Keroro Gunsou 3: Tenkuu Daibouken de Arimasu!,DS,2008,Action,Namco Bandai Games,0,0,60000,0,60000
12119,Bionicle Heroes,DS,2006,Shooter,Eidos Interactive,60000,0,0,0,60000
12120,Ratchet & Clank Collection,PSV,2014,Action,Sony Computer Entertainment,0,50000,0,10000,60000
12121,The Pinball of the Dead,GBA,2002,Misc,Sega,50000,20000,0,0,60000
12122,Growlanser IV: Over Reloaded,PSP,2011,Role-Playing,Atlus,0,0,60000,0,60000
12123,Arc the Lad: End of Darkness,PS2,2004,Role-Playing,Sony Computer Entertainment,30000,20000,0,10000,60000
12124,Tom Clancy's Splinter Cell: Pandora Tomorrow,GBA,2004,Action,Ubisoft,50000,20000,0,0,60000
12125,The King of Route 66,PS2,2003,Racing,Sega,30000,20000,0,10000,60000
12126,Sherlock Holmes: Crimes & Punishments,X360,2014,Adventure,Focus Home Interactive,30000,30000,0,10000,60000
12127,Bubble Bobble also featuring Rainbow Islands,PS,1995,Puzzle,Acclaim Entertainment,40000,20000,0,0,60000
12128,Intellivision Lives!,GC,2004,Misc,Crave Entertainment,50000,10000,0,0,60000
12129,Star Wars Knights of the Old Republic II: The Sith Lords,PC,2005,Role-Playing,LucasArts,10000,40000,0,10000,60000
12130,Panzer Tactics,DS,2007,Strategy,10TACLE Studios,60000,0,0,0,60000
12131,Pro Yaky? Spirits 2013,PSV,2013,Sports,Konami Digital Entertainment,0,0,60000,0,60000
12132,Robotica,SAT,1994,Shooter,Sega,0,0,60000,0,60000
12133,Deathrow: Underground Team Combat,XB,2002,Sports,Ubisoft,50000,10000,0,0,60000
12134,Land of the Dead: Road to Fiddler's Green,XB,2005,Shooter,Groove Games,50000,10000,0,0,60000
12135,R-Types,PS,1998,Shooter,Virgin Interactive,40000,20000,0,0,60000
12136,Star Fighter,PS,1995,Shooter,Telstar,40000,20000,0,0,60000
12137,Kuukan * Zukei: Hirameki Training - KuuTore,DS,2008,Misc,Benesse,0,0,60000,0,60000
12138,Osu! Tatakae! Ouendan,DS,2005,Misc,Nintendo,0,0,60000,0,60000
12139,Dissidia: Final Fantasy Universal Tuning,PSP,2009,Fighting,Square Enix,0,0,60000,0,60000
12140,Game Center CX: 3-Choume no Arino,3DS,2014,Action,Namco Bandai Games,0,0,60000,0,60000
12141,Age of Empires Online,PC,2011,Strategy,Microsoft Game Studios,10000,40000,0,10000,60000
12142,Alien Syndrome,Wii,2007,Role-Playing,Sega,60000,0,0,0,60000
12143,Meitantei Conan: Aoki Houseki no Rinbukyoku,DS,2011,Adventure,Namco Bandai Games,0,0,60000,0,60000
12144,The Legend of Heroes: Trails in the Sky Second Chapter,PSP,2007,Role-Playing,Falcom Corporation,0,0,60000,0,60000
12145,Challenge Me: Brain Puzzles,DS,2009,Puzzle,Oxygen Interactive,60000,0,0,0,60000
12146,Legend of Kay,DS,2010,Action,JoWood Productions,60000,0,0,0,60000
12147,Mystic Heroes,PS2,2002,Action,Tecmo Koei,30000,20000,0,10000,60000
12148,From The Abyss,DS,2008,Role-Playing,Nobilis,60000,0,0,0,60000
12149,The Amazing Spider-Man 2 (2014),3DS,2014,Action,Activision,30000,30000,0,0,60000
12150,Tron 2.0: Killer App,GBA,2004,Action,Disney Interactive Studios,40000,20000,0,0,60000
12151,Samurai Shodown Anthology,Wii,2008,Fighting,Ignition Entertainment,60000,0,0,0,60000
12152,Mega Minis Volume 3,PSP,2011,Misc,Sony Computer Entertainment,0,50000,0,20000,60000
12153,Jurassic Park III: Park Builder,GBA,2001,Simulation,Konami Digital Entertainment,40000,20000,0,0,60000
12154,Mario vs. Donkey Kong: Tipping Stars,3DS,2015,Puzzle,Nintendo,0,0,60000,0,60000
12155,Unchained Blades,PSP,2011,Role-Playing,FuRyu,0,0,60000,0,60000
12156,Rurouni Kenshin: Meiji Kenkaku Romantan Saisen,PSP,2011,Fighting,Namco Bandai Games,0,0,60000,0,60000
12157,Di-Gata Defenders,DS,2008,Role-Playing,Game Factory,60000,0,0,0,60000
12158,Star Trek: Tactical Assault,DS,2006,Strategy,Ubisoft,50000,10000,0,0,60000
12159,Code Geass: Hangyaku no Lelouch - Lost Colors,PS2,2008,Adventure,Namco Bandai Games,0,0,60000,0,60000
12160,Warhammer: Battle For Atluma,PSP,2006,Action,Namco Bandai Games,50000,0,0,10000,60000
12161,Sudoku Ball Detective,DS,2009,Puzzle,Playlogic Game Factory,60000,0,0,0,60000
12162,LEGO Bionicle,GBA,2001,Platform,LEGO Media,40000,20000,0,0,60000
12163,Power Shovel,PS,2000,Action,JVC,30000,20000,0,0,60000
12164,Blur,PC,2010,Racing,Activision,10000,40000,0,10000,60000
12165,Generator Rex: Agent of Providence,X360,2011,Action,Activision,50000,10000,0,0,60000
12166,A llI S.V.: A Ressha de Gyoukou 3 Super Version,SNES,1995,Simulation,Pack-In-Video,0,0,60000,0,60000
12167,Spy Games: Elevator Mission,Wii,2007,Shooter,Tommo,60000,0,0,0,60000
12168,Strike Force Bowling,GC,2005,Sports,Crave Entertainment,50000,10000,0,0,60000
12169,Song of the Deep,PS4,2016,Action,Insomniac Games,50000,0,0,10000,60000
12170,Earth Defense Force 2017 Portable,PSV,2012,Action,D3Publisher,0,0,60000,0,60000
12171,Atelier Iris 2: The Azoth Of Destiny,PS2,2005,Role-Playing,Tecmo Koei,30000,20000,0,10000,60000
12172,There,PS,2002,Simulation,Infogrames,30000,20000,0,0,60000
12173,Atari's Greatest Hits: Volume 2,DS,2011,Misc,Atari,60000,0,0,0,60000
12174,Chuck E. Cheese's Playhouse,DS,2010,Misc,UFO Interactive,60000,0,0,0,60000
12175,Tokimeki no Houkago,PS,1998,Misc,Konami Digital Entertainment,0,0,60000,0,60000
12176,Championship Surfer,PS,2000,Sports,Mattel Interactive,30000,20000,0,0,60000
12177,Unreal Tournament III,PC,2007,Shooter,Midway Games,0,50000,0,10000,60000
12178,Monster Garage,XB,2004,Strategy,Activision Value,50000,10000,0,0,60000
12179,Taiko no Tatsujin: Atsumete Tomodachi Daisakusen!,WiiU,2015,Misc,Namco Bandai Games,0,0,60000,0,60000
12180,The Next BIG Thing,PC,2011,Adventure,Focus Home Interactive,0,50000,0,10000,60000
12181,Tecmo Classic Arcade,XB,2005,Misc,Microsoft Game Studios,50000,10000,0,0,60000
12182,2 Games in 1: Sonic Pinball Party & Columns Crown,GBA,2005,Misc,Sega,40000,20000,0,0,60000
12183,Valentino Rossi: The Game,PS4,2016,Racing,Namco Bandai Games,10000,50000,0,10000,60000
12184,Monkey Island: Special Edition Collection,X360,2011,Adventure,Activision,0,50000,0,10000,60000
12185,Mad Maestro!,PS2,2001,Misc,Eidos Interactive,30000,20000,0,10000,60000
12186,A-Train: City Simulator,3DS,2014,Simulation,ArtDink,0,0,60000,0,60000
12187,Densha De Go! 3 Tsuukinhen,PS2,2001,Simulation,Taito,0,0,60000,0,60000
12188,Biker Mice From Mars,PS2,2006,Racing,Game Factory,30000,20000,0,10000,60000
12189,Call of Duty 2,PC,2005,Shooter,Activision,0,50000,0,10000,60000
12190,Paws & Claws: Pampered Pets 2,DS,2011,Simulation,THQ,60000,0,0,0,60000
12191,Daito Giken Koushiki Pachi-Slot Simulator: Ossu! Banchou Portable,PSP,2006,Misc,Daito,0,0,60000,0,60000
12192,SpongeBob SquarePants: Plankton's Robotic Revenge,3DS,2013,Shooter,Activision,0,60000,0,0,60000
12193,Pro Evolution Soccer 2017,PS3,2016,Sports,Konami Digital Entertainment,0,10000,40000,0,60000
12194,Giants: Citizen Kabuto,PS2,2001,Shooter,Interplay,30000,20000,0,10000,60000
12195,Steins;Gate,X360,2009,Adventure,5pb,0,0,60000,0,60000
12196,A New Beginning,PC,2010,Adventure,Deep Silver,0,50000,0,10000,60000
12197,MotoGP 10/11,X360,2011,Racing,Capcom,0,50000,0,10000,60000
12198,Alone in the Dark,PS2,2008,Adventure,Atari,30000,20000,0,10000,60000
12199,Guilty Gear XX Accent Core Plus,PS2,2008,Fighting,PQube,30000,20000,0,10000,60000
12200,Muppets Party Cruise,PS2,2003,Misc,TDK Mediactive,30000,20000,0,10000,60000
12201,Higurashi Daybreak Portable,PSP,2008,Adventure,Alchemist,0,0,60000,0,60000
12202,Crayon Shin-chan: Arashi o Yobu Kasukabe Eiga Stars!,3DS,2014,Adventure,Namco Bandai Games,0,0,60000,0,60000
12203,Shonen Jump's One Piece: Grand Battle,GC,2005,Fighting,Namco Bandai Games,50000,10000,0,0,60000
12204,Barbie Horse Adventures: Wild Horse Rescue,XB,2003,Sports,Vivendi Games,50000,10000,0,0,60000
12205,Winx Club: Quest for the Codex,DS,2006,Action,Konami Digital Entertainment,30000,20000,0,10000,60000
12206,Blast Lacrosse,PS,2001,Sports,Acclaim Entertainment,30000,20000,0,0,60000
12207,Devil's Third,WiiU,2015,Action,Nintendo,40000,20000,0,10000,60000
12208,DreamWorks Super Star Kartz,X360,2011,Racing,Activision,50000,10000,0,0,60000
12209,Arkanoid DS,DS,2007,Puzzle,Square Enix,60000,0,0,0,60000
12210,Kikou Heidan J-Phoenix,PS2,2001,Action,Takara,0,0,60000,0,60000
12211,Backyard NFL Football '10,PS2,2009,Sports,Atari,30000,20000,0,10000,60000
12212,Barbie and Her Sisters Puppy Rescue,Wii,2015,Action,Namco Bandai Games,0,60000,0,0,60000
12213,Zero Escape: Zero Time Dilemma,3DS,2016,Adventure,Aksys Games,40000,0,10000,10000,60000
12214,Shonen Jump's Shaman King: Legacy of the Spirits - Soaring Hawk/Sprinting Wolf,GBA,2005,Action,Konami Digital Entertainment,40000,20000,0,0,60000
12215,Bubble Bobble: Old & New,GBA,2002,Puzzle,Empire Interactive,40000,20000,0,0,60000
12216,Puzzler Collection,Wii,2008,Puzzle,Ubisoft,50000,10000,0,0,60000
12217,Naruto Shippuden: Gekito Ninja Taisen! Special,Wii,2010,Fighting,Takara Tomy,0,0,60000,0,60000
12218,Jissen Pachislot Secrets! Fist of the North Star F - Seikimatsu Kyuuseishu Densetsu,PS3,2012,Action,Sega,0,0,60000,0,60000
12219,Akai Katana Shin,X360,2011,Shooter,Cave,40000,0,10000,0,60000
12220,Kekkon: Marriage,SAT,1995,Adventure,Shogakukan,0,0,60000,0,60000
12221,Terraria,PS4,2014,Action,505 Games,0,50000,10000,10000,60000
12222,Nicola Kanshuu: Model * Oshare Audition 2,3DS,2011,Action,Alchemist,0,0,60000,0,60000
12223,KimiKiss,PS2,2006,Adventure,Enterbrain,0,0,60000,0,60000
12224,Cold Fear,XB,2005,Action,Ubisoft,50000,10000,0,0,60000
12225,World Cup of Pool,DS,2009,Sports,Midas Interactive Entertainment,60000,0,0,0,60000
12226,Chevrolet Camaro: Wild Ride,Wii,2010,Racing,Storm City Games,60000,0,0,0,60000
12227,Imagine: Cheerleader,DS,2009,Simulation,Ubisoft,60000,0,0,0,60000
12228,Risen 3: Titan Lords,PS4,2015,Role-Playing,Deep Silver,0,50000,0,10000,60000
12229,Hisshou Pachinko*Pachi-Slot Kouryaku Series Portable Vol. 1: Shinseiki Evangelion - Tamashii no Kiseki,PSP,2010,Misc,D3Publisher,0,0,60000,0,60000
12230,Busy Scissors,DS,2010,Simulation,Little Orbit,60000,0,0,0,60000
12231,Zero Escape: Zero Time Dilemma,PSV,2016,Adventure,Aksys Games,30000,0,20000,10000,60000
12232,Shining Force Feather,DS,2009,Strategy,Sega,0,0,60000,0,60000
12233,S.T.A.L.K.E.R.: Call of Pripyat,PC,2009,Shooter,Namco Bandai Games,0,50000,0,10000,60000
12234,Champion Jockey: G1 Jockey & Gallop Racer,X360,2011,Sports,Tecmo Koei,0,50000,0,10000,60000
